0	0	0
3	0	0
6	0	0
9	0	0
12	0	0
15	0	0
18	0	0
21	0	0
24	0	0
27	0	0
30	0	0
33	0	0
36	0	0
39	0	0
42	0	0
45	0	0
48	0	0
51	0	0
54	0	0
57	0	0
60	0	0
63	0	0
66	0	0
69	0	0
72	0	0
75	0	0
78	0	0
81	0	0
84	0	0
87	0	0
90	0	0
93	0	0
96	0	0
99	0	0
102	0	0
105	0	0
108	0	0
111	0	0
114	0	0
117	0	0
120	0	0
123	0	0
126	0	0
129	0	0
132	0	0
135	0	0
138	0	0
141	0	0
144	0	0
147	0	0
150	0	0
153	0	0
156	0	0
159	0	0
162	0	0
165	0	0
168	0	0
171	0	0
174	0	0
177	0	0
180	0	0
183	0	0
186	0	0
189	0	0
192	0	0
195	0	0
198	0	0
201	0	0
204	0	0
207	0	0
210	0	0
213	0	0
216	0	0
219	0	0
222	0	0
225	0	0
228	0	0
231	0	0
234	0	0
237	0	0
240	0	0
243	0	0
246	0	0
249	0	0
252	0	0
255	0	0
258	0	0
261	0	0
264	0	0
267	0	0
270	0	0
273	0	0
276	0	0
279	0	0
282	0	0
285	0	0
288	0	0
291	0	0
294	0	0
297	0	0
300	0	0
303	0	0
306	0	0
309	0	0
312	0	0
315	0	0
318	0	0
321	0	0
324	0	0
327	0	0
330	0	0
333	0	0
336	0	0
339	0	0
342	0	0
345	0	0
348	0	0
351	0	0
354	0	0
357	0	0
360	0	0
363	0	0
366	0	0
369	0	0
372	0	0
375	0	0
378	0	0
381	0	0
384	0	0
387	0	0
390	0	0
393	0	0
396	0	0
399	0	0
402	0	0
405	0	0
408	0	0
411	0	0
414	0	0
417	0	0
420	0	0
423	0	0
426	0	0
429	0	0
432	0	0
435	0	0
438	0	0
441	0	0
444	0	0
447	0	0
450	0	0
453	0	0
456	0	0
459	0	0
462	0	0
465	0	0
468	0	0
471	0	0
474	0	0
477	0	0
480	0	0
483	0	0
486	0	0
489	0	0
492	0	0
495	0	0
498	0	0
501	0	0
504	0	0
507	0	0
510	0	0
513	0	0
516	0	0
519	0	0
522	0	0
525	0	0
528	0	0
531	0	0
534	0	0
537	0	0
540	0	0
543	0	0
546	0	0
549	0	0
552	0	0
555	0	0
558	0	0
561	0	0
564	0	0
567	0	0
570	0	0
573	0	0
576	0	0
579	0	0
582	0	0
585	0	0
588	0	0
591	0	0
594	0	0
597	0	0
600	0	0
603	0	0
606	0	0
609	0	0
612	0	0
615	0	0
618	0	0
621	0	0
624	0	0
627	0	0
630	0	0
633	0	0
636	0	0
639	0	0
642	0	0
645	0	0
648	0	0
651	0	0
654	0	0
657	0	0
660	0	0
663	0	0
666	0	0
669	0	0
672	0	0
675	0	0
678	0	0
681	0	0
684	0	0
687	0	0
690	0	0
693	0	0
696	0	0
699	0	0
702	0	0
705	0	0
708	0	0
711	0	0
714	0	0
717	0	0
720	0	0
723	0	0
726	0	0
729	0	0
732	0	0
735	0	0
738	0	0
741	0	0
744	0	0
747	0	0
750	0	0
753	0	0
756	0	0
759	0	0
762	0	0
765	0	0
768	1	1
771	1	2
774	1	3
777	1	4
780	1	5
783	1	6
786	1	7
789	1	8
792	1	9
795	1	10
798	1	11
801	1	12
804	1	13
807	1	14
810	1	15
813	1	16
816	1	17
819	1	18
822	1	19
825	1	20
828	1	21
831	1	22
834	1	23
837	1	24
840	1	25
843	1	26
846	1	27
849	1	28
852	1	29
855	1	30
858	1	31
861	1	32
864	1	33
867	1	34
870	1	35
873	1	36
876	1	37
879	1	38
882	1	39
885	1	40
888	1	41
891	1	42
894	1	43
897	1	44
900	1	45
903	1	46
906	1	47
909	1	48
912	1	49
915	1	50
918	1	51
921	1	52
924	1	53
927	1	54
930	1	55
933	1	56
936	1	57
939	1	58
942	1	59
945	1	60
948	1	61
951	1	62
954	1	63
957	1	64
960	1	65
963	1	66
966	1	67
969	1	68
972	1	69
975	1	70
978	1	71
981	1	72
984	1	73
987	1	74
990	1	75
993	1	76
996	1	77
999	1	78
1002	1	79
1005	1	80
1008	1	81
1011	1	82
1014	1	83
1017	1	84
1020	1	85
1023	1	86
1026	1	87
1029	1	88
1032	1	89
1035	1	90
1038	1	91
1041	1	92
1044	1	93
1047	1	94
1050	1	95
1053	1	96
1056	1	97
1059	1	98
1062	1	99
1065	1	100
1068	1	101
1071	1	102
1074	1	103
1077	1	104
1080	1	105
1083	1	106
1086	1	107
1089	1	108
1092	1	109
1095	1	110
1098	1	111
1101	1	112
1104	1	113
1107	1	114
1110	1	115
1113	1	116
1116	1	117
1119	1	118
1122	0	118
1125	1	119
1128	1	120
1131	0	120
1134	1	121
1137	1	122
1140	1	123
1143	1	124
1146	1	125
1149	1	126
1152	1	127
1155	1	128
1158	1	129
1161	1	130
1164	1	131
1167	1	132
1170	1	133
1173	1	134
1176	1	135
1179	1	136
1182	1	137
1185	1	138
1188	1	139
1191	1	140
1194	1	141
1197	1	142
1200	1	143
1203	0	143
1206	0	143
1209	0	143
1212	0	143
1215	0	143
1218	0	143
